vendor_name,product_category,sku_id,origin_region,destination_dc,shipping_route,order_status,delay_reason,date_offset,order_value_eur,delivery_delay_days,cost_variance_pct
Hartmann Foods GmbH,Cooking Oils,SKU-088,Turkey,DC-Hamburg,Air-Freight,Delayed,Port-Congestion,-141,57664.16,11,8.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-127,Greece,DC-Berlin,Cape-of-Good-Hope,In-Transit,Weather,-141,3343.51,8,10.1
PacRim Ingredients,Beverages,SKU-004,Thailand,DC-Stuttgart,Air-Freight,In-Transit,Hormuz-Closure,-8,95344.91,19,14.1
PacRim Ingredients,Cooking Oils,SKU-155,Vietnam,DC-Stuttgart,Suez-Canal,Cancelled,Weather,-55,58133.99,15,10.4
SolVita Mediterranean,Cooking Oils,SKU-130,China,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-305,16476.45,2,2.5
PacRim Ingredients,Sauces & Condiments,SKU-056,Vietnam,DC-Hamburg,Air-Freight,Delivered,On-Time,-122,29615.04,5,8.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-070,Spain,DC-Mülheim,Hormuz-Strait,Delayed,On-Time,-664,2471.46,2,2.1
Hartmann Foods GmbH,Snacks & Nuts,SKU-150,Italy,DC-Berlin,Cape-of-Good-Hope,Cancelled,On-Time,-635,40388.83,7,4
PacRim Ingredients,Beverages,SKU-132,China,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-667,80449.21,0,0.1
SolVita Mediterranean,Snacks & Nuts,SKU-122,Spain,DC-Hamburg,Direct-EU,Delayed,Carrier-Shortage,-7,35841.54,22,10.3
PacRim Ingredients,Cooking Oils,SKU-200,Vietnam,DC-München,Air-Freight,Delivered,On-Time,-199,50624.84,4,6.2
Hartmann Foods GmbH,Rice & Grains,SKU-087,Vietnam,DC-München,Direct-EU,Delivered,On-Time,-500,39423.39,1,2.2
PacRim Ingredients,Baking Ingredients,SKU-132,Turkey,DC-Stuttgart,Suez-Canal,Delayed,Carrier-Shortage,-347,7914.03,2,0
SolVita Mediterranean,Snacks & Nuts,SKU-141,Germany,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-338,2581.37,1,2.7
Hartmann Foods GmbH,Snacks & Nuts,SKU-139,Turkey,DC-Berlin,Direct-EU,Delivered,Carrier-Shortage,-371,54000.71,9,5.9
PacRim Ingredients,Cooking Oils,SKU-035,Italy,DC-Berlin,Suez-Canal,Delivered,On-Time,-658,17819.71,0,0.9
SolVita Mediterranean,Beverages,SKU-161,China,DC-Hamburg,Suez-Canal,Cancelled,On-Time,-358,40001.81,10,0.9
PacRim Ingredients,Canned Goods,SKU-106,Germany,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-343,1645.63,1,4.1
SolVita Mediterranean,Pasta & Noodles,SKU-065,Greece,DC-Berlin,Direct-EU,Partially-Delivered,On-Time,-313,24104.44,6,4
PacRim Ingredients,Canned Goods,SKU-197,Greece,DC-Hamburg,Direct-EU,Delayed,Hormuz-Closure,-62,38998.26,24,9.7
SolVita Mediterranean,Snacks & Nuts,SKU-137,Italy,DC-Hamburg,Suez-Canal,Delivered,On-Time,-516,38721.2,1,-0.8
SolVita Mediterranean,Beverages,SKU-182,China,DC-München,Hormuz-Strait,Cancelled,On-Time,-139,101079.61,10,0.6
SolVita Mediterranean,Baking Ingredients,SKU-093,Vietnam,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-366,43630.47,2,1.5
PacRim Ingredients,Pasta & Noodles,SKU-010,China,DC-Hamburg,Hormuz-Strait,Delayed,Weather,-604,14963.17,5,5
SolVita Mediterranean,Rice & Grains,SKU-164,Greece,DC-Mülheim,Air-Freight,Delayed,Carrier-Shortage,-86,19394.54,18,11.3
Hartmann Foods GmbH,Cooking Oils,SKU-060,Italy,DC-München,Hormuz-Strait,In-Transit,Route-Diversion,-359,66847.61,7,4
Hartmann Foods GmbH,Rice & Grains,SKU-044,Italy,DC-Stuttgart,Hormuz-Strait,Partially-Delivered,On-Time,-631,171318.59,8,1.8
Hartmann Foods GmbH,Rice & Grains,SKU-178,Greece,DC-Stuttgart,Hormuz-Strait,Delivered,Customs-Hold,-660,3307.67,0,1
PacRim Ingredients,Cooking Oils,SKU-097,Germany,DC-Stuttgart,Suez-Canal,Delayed,Carrier-Shortage,-40,74334.61,36,12
PacRim Ingredients,Cooking Oils,SKU-180,Italy,DC-Mülheim,Hormuz-Strait,Partially-Delivered,On-Time,-299,65534.91,1,4.2
Hartmann Foods GmbH,Canned Goods,SKU-002,Turkey,DC-München,Air-Freight,Delivered,On-Time,-450,32509.55,1,3.4
PacRim Ingredients,Baking Ingredients,SKU-094,Thailand,DC-Mülheim,Direct-EU,Delivered,On-Time,-586,43158.65,0,1.4
PacRim Ingredients,Beverages,SKU-052,Thailand,DC-Mülheim,Air-Freight,Cancelled,Port-Congestion,-702,38206.46,4,2.5
PacRim Ingredients,Cooking Oils,SKU-130,Thailand,DC-Hamburg,Suez-Canal,Delayed,Port-Congestion,-455,20286.46,7,3.4
PacRim Ingredients,Cooking Oils,SKU-113,Vietnam,DC-Mülheim,Suez-Canal,Delivered,On-Time,-411,44658.34,1,3
PacRim Ingredients,Baking Ingredients,SKU-100,Italy,DC-München,Suez-Canal,Delivered,On-Time,-517,5680.72,2,0.6
Hartmann Foods GmbH,Pasta & Noodles,SKU-010,Spain,DC-Mülheim,Air-Freight,Delivered,On-Time,-721,22577.76,0,5
Hartmann Foods GmbH,Baking Ingredients,SKU-141,Greece,DC-Mülheim,Hormuz-Strait,Cancelled,Route-Diversion,-97,42830.2,6,9
Hartmann Foods GmbH,Rice & Grains,SKU-074,Spain,DC-Mülheim,Direct-EU,Delayed,Carrier-Shortage,-54,46081.51,25,13.1
SolVita Mediterranean,Cooking Oils,SKU-124,Thailand,DC-Berlin,Suez-Canal,Delivered,On-Time,-593,5642.79,0,0.4
Hartmann Foods GmbH,Snacks & Nuts,SKU-136,Italy,DC-Berlin,Air-Freight,Delayed,On-Time,-223,20729.41,8,5.7
PacRim Ingredients,Sauces & Condiments,SKU-184,Germany,DC-Hamburg,Air-Freight,Partially-Delivered,Route-Diversion,-43,43560.2,24,15
SolVita Mediterranean,Beverages,SKU-146,Germany,DC-Mülheim,Suez-Canal,Delivered,On-Time,-246,24130.59,1,2.6
SolVita Mediterranean,Rice & Grains,SKU-165,Thailand,DC-Berlin,Cape-of-Good-Hope,Delivered,On-Time,-10,2969.46,2,12.1
Hartmann Foods GmbH,Rice & Grains,SKU-175,Thailand,DC-Hamburg,Air-Freight,Delivered,On-Time,-454,18616.89,2,6.4
SolVita Mediterranean,Cooking Oils,SKU-085,Turkey,DC-München,Air-Freight,Partially-Delivered,On-Time,-147,50110.53,11,6.5
SolVita Mediterranean,Rice & Grains,SKU-135,Turkey,DC-Stuttgart,Air-Freight,Delivered,On-Time,-207,118525.16,1,5.7
PacRim Ingredients,Snacks & Nuts,SKU-018,Vietnam,DC-München,Direct-EU,In-Transit,Customs-Hold,-317,10242.42,4,-2
Hartmann Foods GmbH,Rice & Grains,SKU-011,Italy,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-370,5417.53,1,4.5
SolVita Mediterranean,Pasta & Noodles,SKU-092,Italy,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,Route-Diversion,-61,46771.59,21,15
Hartmann Foods GmbH,Canned Goods,SKU-188,Turkey,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-162,29884.18,2,1.4
PacRim Ingredients,Cooking Oils,SKU-048,Germany,DC-Stuttgart,Air-Freight,Delivered,On-Time,-29,52565.11,2,15
SolVita Mediterranean,Cooking Oils,SKU-094,Greece,DC-München,Direct-EU,Delivered,On-Time,-51,250000,2,14.9
Hartmann Foods GmbH,Baking Ingredients,SKU-091,Turkey,DC-München,Suez-Canal,Delivered,On-Time,-260,37389.03,1,1.6
SolVita Mediterranean,Rice & Grains,SKU-077,Turkey,DC-Hamburg,Hormuz-Strait,In-Transit,On-Time,-539,15583.9,6,1.2
Hartmann Foods GmbH,Snacks & Nuts,SKU-125,Italy,DC-Stuttgart,Direct-EU,Delivered,Route-Diversion,-374,41074.8,8,-0.1
SolVita Mediterranean,Beverages,SKU-065,Italy,DC-Hamburg,Suez-Canal,Delivered,On-Time,-146,16211.28,2,-1.4
Hartmann Foods GmbH,Sauces & Condiments,SKU-155,Thailand,DC-Mülheim,Direct-EU,Delivered,On-Time,-566,18794.03,0,0.6
PacRim Ingredients,Rice & Grains,SKU-091,Spain,DC-München,Direct-EU,Delayed,Weather,-312,3457.79,4,-0.3
PacRim Ingredients,Rice & Grains,SKU-069,Vietnam,DC-Stuttgart,Suez-Canal,Delayed,Route-Diversion,-56,8143.4,25,7.4
SolVita Mediterranean,Sauces & Condiments,SKU-131,Turkey,DC-Hamburg,Air-Freight,Delivered,On-Time,-303,10330.11,4,2.5
SolVita Mediterranean,Rice & Grains,SKU-182,Thailand,DC-München,Direct-EU,Delivered,On-Time,-426,28092.51,2,-2
PacRim Ingredients,Baking Ingredients,SKU-083,China,DC-Mülheim,Suez-Canal,Partially-Delivered,Port-Congestion,-654,26992.76,6,0.7
SolVita Mediterranean,Canned Goods,SKU-015,Italy,DC-Stuttgart,Direct-EU,Delivered,On-Time,-681,4470.56,0,0
PacRim Ingredients,Rice & Grains,SKU-196,Greece,DC-Hamburg,Air-Freight,Partially-Delivered,Hormuz-Closure,-60,39312.36,15,13.3
Hartmann Foods GmbH,Rice & Grains,SKU-028,Spain,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-153,18404.05,2,7.1
Hartmann Foods GmbH,Canned Goods,SKU-142,Germany,DC-Mülheim,Cape-of-Good-Hope,In-Transit,On-Time,-284,9612.48,10,5.2
SolVita Mediterranean,Cooking Oils,SKU-062,China,DC-Hamburg,Hormuz-Strait,Cancelled,On-Time,-549,23531.7,9,0.9
Hartmann Foods GmbH,Rice & Grains,SKU-042,Turkey,DC-Hamburg,Suez-Canal,In-Transit,Hormuz-Closure,-117,29493.96,8,5
PacRim Ingredients,Sauces & Condiments,SKU-152,Italy,DC-Berlin,Air-Freight,Cancelled,Carrier-Shortage,-84,4910.64,17,9.8
SolVita Mediterranean,Baking Ingredients,SKU-150,Turkey,DC-Mülheim,Suez-Canal,Delivered,On-Time,-107,45651.8,4,1.9
PacRim Ingredients,Beverages,SKU-087,Italy,DC-Hamburg,Direct-EU,Delayed,On-Time,-522,51533.85,6,-0.6
SolVita Mediterranean,Baking Ingredients,SKU-082,Greece,DC-Hamburg,Direct-EU,In-Transit,On-Time,-717,29638.67,0,-0.1
Hartmann Foods GmbH,Baking Ingredients,SKU-111,Italy,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-370,30552.39,2,2.7
Hartmann Foods GmbH,Baking Ingredients,SKU-155,Thailand,DC-Hamburg,Direct-EU,In-Transit,Port-Congestion,-174,16905.43,5,1.5
Hartmann Foods GmbH,Canned Goods,SKU-101,Spain,DC-Berlin,Suez-Canal,In-Transit,Weather,-14,17314.81,26,11.1
Hartmann Foods GmbH,Sauces & Condiments,SKU-064,Germany,DC-Berlin,Air-Freight,Delayed,Route-Diversion,-344,47142.77,3,5.1
PacRim Ingredients,Beverages,SKU-198,China,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-484,79052.66,1,1.2
SolVita Mediterranean,Rice & Grains,SKU-029,Vietnam,DC-Berlin,Suez-Canal,In-Transit,On-Time,-263,5543.52,5,3.3
Hartmann Foods GmbH,Cooking Oils,SKU-014,Germany,DC-Hamburg,Suez-Canal,In-Transit,On-Time,-322,38503.72,4,0.7
SolVita Mediterranean,Snacks & Nuts,SKU-071,Germany,DC-Berlin,Direct-EU,Delayed,Port-Congestion,-80,5712.45,25,10
Hartmann Foods GmbH,Sauces & Condiments,SKU-169,Germany,DC-Berlin,Hormuz-Strait,Partially-Delivered,Hormuz-Closure,-54,16410.43,26,11.5
SolVita Mediterranean,Cooking Oils,SKU-135,Thailand,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,Carrier-Shortage,-114,43455.27,6,3.7
PacRim Ingredients,Beverages,SKU-130,Germany,DC-Berlin,Hormuz-Strait,Cancelled,Weather,-450,15173.85,8,4.7
SolVita Mediterranean,Cooking Oils,SKU-145,Vietnam,DC-München,Air-Freight,Cancelled,Carrier-Shortage,-178,42842.26,4,8.4
Hartmann Foods GmbH,Snacks & Nuts,SKU-025,China,DC-München,Hormuz-Strait,Delivered,On-Time,-544,9658.23,2,1.6
SolVita Mediterranean,Baking Ingredients,SKU-154,Turkey,DC-München,Direct-EU,In-Transit,Carrier-Shortage,-374,44095.23,4,1.5
PacRim Ingredients,Cooking Oils,SKU-199,China,DC-Mülheim,Hormuz-Strait,Delayed,Route-Diversion,-38,15099.99,21,11.8
PacRim Ingredients,Pasta & Noodles,SKU-020,Greece,DC-München,Air-Freight,Delivered,On-Time,-375,13701.65,1,4.8
SolVita Mediterranean,Sauces & Condiments,SKU-191,Italy,DC-Hamburg,Direct-EU,In-Transit,Weather,-363,18759.62,5,0.2
Hartmann Foods GmbH,Baking Ingredients,SKU-041,Turkey,DC-Mülheim,Direct-EU,Delivered,On-Time,-217,34559.12,1,1.6
Hartmann Foods GmbH,Beverages,SKU-194,Thailand,DC-Berlin,Direct-EU,Partially-Delivered,Route-Diversion,-104,1364.59,14,8.5
PacRim Ingredients,Cooking Oils,SKU-039,Turkey,DC-Stuttgart,Hormuz-Strait,Delivered,Carrier-Shortage,-646,26196.51,1,0.7
PacRim Ingredients,Snacks & Nuts,SKU-113,Greece,DC-Hamburg,Air-Freight,Partially-Delivered,Weather,-381,15928.31,1,6.7
PacRim Ingredients,Beverages,SKU-087,Greece,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-315,68139.81,1,3
Hartmann Foods GmbH,Pasta & Noodles,SKU-108,Greece,DC-Berlin,Air-Freight,Delivered,On-Time,-623,26601.3,0,4.7
Hartmann Foods GmbH,Rice & Grains,SKU-053,Italy,DC-Mülheim,Suez-Canal,Delivered,On-Time,-365,20479.55,1,0.2
Hartmann Foods GmbH,Rice & Grains,SKU-118,Vietnam,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-668,6432.66,2,0.6
SolVita Mediterranean,Canned Goods,SKU-052,China,DC-Mülheim,Suez-Canal,Delivered,On-Time,-154,29405.18,3,0.2
Hartmann Foods GmbH,Sauces & Condiments,SKU-052,Thailand,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,On-Time,-367,29284.54,3,1.3
Hartmann Foods GmbH,Canned Goods,SKU-077,Germany,DC-Berlin,Suez-Canal,Cancelled,Weather,-153,2169.07,13,2.3
SolVita Mediterranean,Sauces & Condiments,SKU-068,Germany,DC-Mülheim,Hormuz-Strait,In-Transit,Weather,-231,19239.72,4,3.5
PacRim Ingredients,Pasta & Noodles,SKU-115,Vietnam,DC-Mülheim,Suez-Canal,Delivered,On-Time,-314,27402.64,1,1.4
PacRim Ingredients,Sauces & Condiments,SKU-172,China,DC-München,Air-Freight,In-Transit,Port-Congestion,-612,13051.67,2,1.6
Hartmann Foods GmbH,Pasta & Noodles,SKU-162,Spain,DC-Mülheim,Suez-Canal,Delayed,Hormuz-Closure,-45,181048.15,24,8
Hartmann Foods GmbH,Canned Goods,SKU-177,Turkey,DC-Hamburg,Air-Freight,Delivered,Weather,-615,1210.87,1,1.1
PacRim Ingredients,Canned Goods,SKU-069,Thailand,DC-Berlin,Air-Freight,In-Transit,Port-Congestion,-504,7271.53,3,4.7
SolVita Mediterranean,Beverages,SKU-095,Thailand,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-579,12318.03,2,3.7
SolVita Mediterranean,Baking Ingredients,SKU-029,Vietnam,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-574,2980.15,0,-0.6
Hartmann Foods GmbH,Cooking Oils,SKU-187,Thailand,DC-München,Suez-Canal,Delivered,On-Time,-128,56029.29,4,1.4
PacRim Ingredients,Beverages,SKU-013,Italy,DC-Mülheim,Cape-of-Good-Hope,Partially-Delivered,Customs-Hold,-98,35908.24,26,5.9
SolVita Mediterranean,Beverages,SKU-032,Germany,DC-Stuttgart,Cape-of-Good-Hope,Cancelled,On-Time,-714,40350.56,0,5.2
Hartmann Foods GmbH,Baking Ingredients,SKU-092,Vietnam,DC-München,Hormuz-Strait,Partially-Delivered,Port-Congestion,-707,19126.57,0,0.1
SolVita Mediterranean,Rice & Grains,SKU-095,Greece,DC-Mülheim,Cape-of-Good-Hope,Delivered,On-Time,-107,42227.85,2,7.3
PacRim Ingredients,Pasta & Noodles,SKU-200,Germany,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-261,24317.46,1,4.4
Hartmann Foods GmbH,Canned Goods,SKU-166,China,DC-Hamburg,Direct-EU,Delayed,Carrier-Shortage,-658,1444.67,2,1.6
SolVita Mediterranean,Sauces & Condiments,SKU-006,China,DC-Stuttgart,Cape-of-Good-Hope,In-Transit,Route-Diversion,-2,31497.02,34,13.2
PacRim Ingredients,Canned Goods,SKU-120,Turkey,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-394,10218.62,1,4.3
PacRim Ingredients,Canned Goods,SKU-011,Turkey,DC-Berlin,Direct-EU,Partially-Delivered,On-Time,-157,4385.49,5,-2
Hartmann Foods GmbH,Sauces & Condiments,SKU-039,Spain,DC-Stuttgart,Direct-EU,Delivered,On-Time,-535,17365.68,1,-0.5
Hartmann Foods GmbH,Rice & Grains,SKU-008,Thailand,DC-Mülheim,Suez-Canal,Delayed,Customs-Hold,-423,8921.25,2,2.4
Hartmann Foods GmbH,Beverages,SKU-153,Thailand,DC-Hamburg,Suez-Canal,Delivered,Port-Congestion,-616,10253.73,3,1.8
SolVita Mediterranean,Sauces & Condiments,SKU-051,Thailand,DC-München,Hormuz-Strait,Delivered,On-Time,-459,5963.57,1,3.2
PacRim Ingredients,Sauces & Condiments,SKU-081,Germany,DC-Hamburg,Cape-of-Good-Hope,Delivered,On-Time,-146,27742.75,4,7
Hartmann Foods GmbH,Rice & Grains,SKU-191,Spain,DC-Hamburg,Cape-of-Good-Hope,Delayed,Route-Diversion,-104,195137.6,10,13.3
PacRim Ingredients,Rice & Grains,SKU-136,Spain,DC-Hamburg,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-95,250000,13,11.1
Hartmann Foods GmbH,Baking Ingredients,SKU-130,Vietnam,DC-Stuttgart,Direct-EU,Partially-Delivered,Hormuz-Closure,-53,9834.67,26,10.8
Hartmann Foods GmbH,Baking Ingredients,SKU-079,Greece,DC-Mülheim,Air-Freight,Partially-Delivered,Weather,-58,47223.1,23,14.3
SolVita Mediterranean,Rice & Grains,SKU-143,Thailand,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-282,35764.05,1,4.6
Hartmann Foods GmbH,Baking Ingredients,SKU-063,Turkey,DC-Berlin,Cape-of-Good-Hope,Partially-Delivered,Port-Congestion,-7,12823.26,29,12
Hartmann Foods GmbH,Canned Goods,SKU-077,Turkey,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-459,2092.74,1,0.1
Hartmann Foods GmbH,Cooking Oils,SKU-169,Thailand,DC-Mülheim,Direct-EU,Delivered,On-Time,-213,38267.9,1,1.1
SolVita Mediterranean,Rice & Grains,SKU-046,Vietnam,DC-Hamburg,Hormuz-Strait,Delivered,On-Time,-601,3638.8,3,3.3
PacRim Ingredients,Cooking Oils,SKU-137,Thailand,DC-Berlin,Suez-Canal,In-Transit,Port-Congestion,-403,29403.72,3,1.7
PacRim Ingredients,Baking Ingredients,SKU-198,Germany,DC-Stuttgart,Air-Freight,Delivered,On-Time,-257,13317.77,1,3.3
SolVita Mediterranean,Rice & Grains,SKU-115,China,DC-München,Hormuz-Strait,Delayed,On-Time,-302,31439.59,6,2.2
SolVita Mediterranean,Baking Ingredients,SKU-041,Greece,DC-Stuttgart,Direct-EU,Cancelled,Customs-Hold,-98,24757.9,6,4.8
PacRim Ingredients,Sauces & Condiments,SKU-092,Italy,DC-Stuttgart,Direct-EU,Partially-Delivered,On-Time,-265,6167.99,11,1.9
SolVita Mediterranean,Snacks & Nuts,SKU-196,Germany,DC-Mülheim,Suez-Canal,Partially-Delivered,On-Time,-379,48298.02,8,0.1
PacRim Ingredients,Beverages,SKU-134,Vietnam,DC-München,Air-Freight,Cancelled,Port-Congestion,-634,7689.19,3,5.7
Hartmann Foods GmbH,Rice & Grains,SKU-191,Greece,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-526,28322.92,3,2.9
Hartmann Foods GmbH,Pasta & Noodles,SKU-109,Greece,DC-Stuttgart,Hormuz-Strait,Delivered,Hormuz-Closure,-220,44497.32,12,3.9
Hartmann Foods GmbH,Baking Ingredients,SKU-085,Turkey,DC-Berlin,Direct-EU,In-Transit,On-Time,-328,8372.95,8,3.5
Hartmann Foods GmbH,Cooking Oils,SKU-026,Germany,DC-Stuttgart,Air-Freight,In-Transit,Carrier-Shortage,-118,27062.59,13,11.4
PacRim Ingredients,Canned Goods,SKU-133,Thailand,DC-München,Suez-Canal,Delayed,Weather,-100,20959.9,23,2.4
PacRim Ingredients,Cooking Oils,SKU-099,Turkey,DC-München,Cape-of-Good-Hope,Delivered,Route-Diversion,-62,4851.51,29,15
PacRim Ingredients,Snacks & Nuts,SKU-048,Thailand,DC-Hamburg,Hormuz-Strait,Cancelled,Port-Congestion,-248,16857.81,9,5.6
SolVita Mediterranean,Snacks & Nuts,SKU-013,Germany,DC-München,Air-Freight,Delivered,On-Time,-369,5638.97,4,5.7
PacRim Ingredients,Pasta & Noodles,SKU-195,China,DC-Mülheim,Hormuz-Strait,Delivered,On-Time,-615,14406.64,0,5.7
PacRim Ingredients,Baking Ingredients,SKU-035,Turkey,DC-Mülheim,Suez-Canal,Partially-Delivered,On-Time,-182,29392.79,7,3.3
SolVita Mediterranean,Cooking Oils,SKU-003,Vietnam,DC-Mülheim,Air-Freight,Delivered,Port-Congestion,-354,28844.83,4,6.4
Hartmann Foods GmbH,Beverages,SKU-155,Germany,DC-Stuttgart,Direct-EU,Delivered,Hormuz-Closure,-315,43599.27,9,2.4
SolVita Mediterranean,Rice & Grains,SKU-050,Greece,DC-Stuttgart,Suez-Canal,Delivered,Port-Congestion,-409,30933.71,7,0.8
PacRim Ingredients,Snacks & Nuts,SKU-087,Thailand,DC-Hamburg,Cape-of-Good-Hope,In-Transit,On-Time,-211,23153.69,12,3.9
PacRim Ingredients,Baking Ingredients,SKU-126,Thailand,DC-Stuttgart,Suez-Canal,Cancelled,Port-Congestion,-158,48435.2,12,0
Hartmann Foods GmbH,Pasta & Noodles,SKU-079,Spain,DC-Mülheim,Direct-EU,Delivered,Carrier-Shortage,-256,500,2,0.9
SolVita Mediterranean,Canned Goods,SKU-010,China,DC-Hamburg,Air-Freight,Delivered,On-Time,-610,14044.23,0,6.4
Hartmann Foods GmbH,Rice & Grains,SKU-001,Greece,DC-München,Air-Freight,Cancelled,On-Time,-617,13592.75,7,6.6
PacRim Ingredients,Pasta & Noodles,SKU-054,Thailand,DC-München,Hormuz-Strait,Delivered,On-Time,-6,29650.66,2,11
PacRim Ingredients,Rice & Grains,SKU-166,Spain,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-506,19461.86,1,5
Hartmann Foods GmbH,Canned Goods,SKU-054,Turkey,DC-Berlin,Cape-of-Good-Hope,Cancelled,On-Time,-303,901.98,4,7.4
PacRim Ingredients,Baking Ingredients,SKU-076,Italy,DC-Stuttgart,Direct-EU,Delivered,On-Time,-171,1848.7,2,3.9
SolVita Mediterranean,Pasta & Noodles,SKU-132,Thailand,DC-Berlin,Air-Freight,Delayed,Hormuz-Closure,-140,13895.37,0,1.9
Hartmann Foods GmbH,Pasta & Noodles,SKU-157,China,DC-Mülheim,Suez-Canal,Partially-Delivered,On-Time,-651,5174.67,3,1.4
PacRim Ingredients,Cooking Oils,SKU-029,Italy,DC-München,Cape-of-Good-Hope,Delivered,On-Time,-550,45583.39,0,3.7
Hartmann Foods GmbH,Canned Goods,SKU-071,Greece,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-565,15265.82,0,3.2
Hartmann Foods GmbH,Beverages,SKU-060,Italy,DC-Berlin,Air-Freight,Delayed,Hormuz-Closure,-147,12861.84,4,5.6
Hartmann Foods GmbH,Baking Ingredients,SKU-179,China,DC-München,Cape-of-Good-Hope,Delivered,Route-Diversion,-23,28876.81,28,12.5
SolVita Mediterranean,Canned Goods,SKU-016,Thailand,DC-Berlin,Cape-of-Good-Hope,In-Transit,Port-Congestion,-239,22726.64,7,4.3
SolVita Mediterranean,Sauces & Condiments,SKU-082,China,DC-Hamburg,Air-Freight,In-Transit,Weather,-435,9794.31,4,6.4
Hartmann Foods GmbH,Beverages,SKU-116,Vietnam,DC-Stuttgart,Hormuz-Strait,Delivered,On-Time,-423,27418.03,1,4.2
PacRim Ingredients,Sauces & Condiments,SKU-138,Vietnam,DC-Berlin,Air-Freight,Delayed,Hormuz-Closure,-274,17990.22,4,4.9
PacRim Ingredients,Beverages,SKU-175,Thailand,DC-München,Air-Freight,Delayed,On-Time,-326,87587.66,8,3.8
PacRim Ingredients,Baking Ingredients,SKU-139,Vietnam,DC-München,Air-Freight,Delivered,On-Time,-609,20394.29,0,5.2
SolVita Mediterranean,Baking Ingredients,SKU-098,Spain,DC-Mülheim,Air-Freight,Delayed,On-Time,-358,2211.2,2,3.9
PacRim Ingredients,Sauces & Condiments,SKU-150,Germany,DC-München,Direct-EU,Delivered,On-Time,-701,13591.71,1,-1
PacRim Ingredients,Sauces & Condiments,SKU-098,Germany,DC-Berlin,Hormuz-Strait,Partially-Delivered,Customs-Hold,-361,4782.21,5,2.3
PacRim Ingredients,Baking Ingredients,SKU-111,Greece,DC-Mülheim,Suez-Canal,Partially-Delivered,Customs-Hold,-10,3811.93,21,10.1
SolVita Mediterranean,Canned Goods,SKU-045,Italy,DC-Stuttgart,Direct-EU,Delivered,On-Time,-56,21185.83,2,9.1
Hartmann Foods GmbH,Rice & Grains,SKU-124,Greece,DC-Mülheim,Direct-EU,Delivered,On-Time,-341,12210.42,1,1.7
PacRim Ingredients,Sauces & Condiments,SKU-141,Greece,DC-Berlin,Air-Freight,Delivered,On-Time,-637,13512.63,0,7
PacRim Ingredients,Canned Goods,SKU-091,Thailand,DC-Berlin,Hormuz-Strait,Delivered,On-Time,-655,22230.74,0,0.8
PacRim Ingredients,Rice & Grains,SKU-062,Turkey,DC-Stuttgart,Suez-Canal,In-Transit,On-Time,-476,31831.74,3,0.7
Hartmann Foods GmbH,Baking Ingredients,SKU-038,Italy,DC-Stuttgart,Cape-of-Good-Hope,Delayed,Route-Diversion,-14,1499.04,23,15
PacRim Ingredients,Pasta & Noodles,SKU-101,Thailand,DC-München,Air-Freight,Partially-Delivered,On-Time,-27,55081.25,23,15
PacRim Ingredients,Rice & Grains,SKU-041,Greece,DC-München,Air-Freight,Delayed,Carrier-Shortage,-59,40106.36,25,14.1
Hartmann Foods GmbH,Pasta & Noodles,SKU-117,Greece,DC-Hamburg,Direct-EU,Delivered,On-Time,-175,18022.69,5,3.2
PacRim Ingredients,Rice & Grains,SKU-077,Spain,DC-München,Air-Freight,Delivered,On-Time,-593,29561.86,0,4.5
PacRim Ingredients,Baking Ingredients,SKU-176,Italy,DC-Stuttgart,Suez-Canal,Delivered,On-Time,-566,12395.66,3,-0.9
SolVita Mediterranean,Canned Goods,SKU-048,Spain,DC-Berlin,Air-Freight,Delivered,On-Time,-445,6402.98,1,6.4
PacRim Ingredients,Cooking Oils,SKU-046,Germany,DC-München,Air-Freight,Delivered,On-Time,-104,85479.96,2,10.7
PacRim Ingredients,Cooking Oils,SKU-040,Greece,DC-München,Air-Freight,In-Transit,Port-Congestion,-627,15857.96,4,5.6
